Orthogroup	fly	mouse
OG0002596	tr|Q9VMY8|Q9VMY8_DROME	XP_036020973.1, XP_006534968.1, EDL20099.1, BAE38941.1, AAH60622.1, sp|Q99KY4.2|GAK_MOUSE, NP_705797.1, BAE27365.1, AAH65052.1, EDL20105.1, EDL20103.1, EDL20102.1, NP_001346851.1, XP_036020971.1, XP_036020972.1, AAH30859.1, AAH03958.1, BAC28779.1, NP_001268981.1, NP_001346853.1, EDL20104.1, NP_001346852.1, BAE29316.1, EDL20106.1, NP_001268980.1
OG0002597	sp|Q9VNE7|C42ES_DROME	BAC26014.1, NP_001033797.1, AAH60964.1, sp|Q8BHL7.1|C42S1_MOUSE, BAC25576.1, NP_765983.1, BAC25099.1, EDL38790.1, BAE26762.1, sp|Q8BGH7.1|C42S2_MOUSE, BAC30311.1, BAC40139.1, AAH48935.1, XP_006534383.1, BAC41193.1, XP_030102230.1, XP_030102229.1, BAE27068.1, BAE22655.1, NP_848741.1, BAE36099.1, BAC37927.1
OG0002598	sp|Q7JW27|WASH1_DROME	EDL38326.1, AAH25839.1, sp|Q8VDD8.1|WASH1_MOUSE, NP_081109.1, BAC28393.1, BAE43124.1, XP_006524923.1, CAC83096.1, BAE42641.1, BAE29201.1, XP_030105883.1, XP_030105881.1, XP_030105882.1, XP_030105884.1, XP_006524922.1, NP_001032846.1, BAE35400.1, BAE32561.1, EDL38324.1, EDL38325.1
OG0002599	sp|Q9VUZ1|TPPC2_DROME	pdb|1H3Q|A, AAH61087.1, pdb|2J3W|C, pdb|2J3W|A, BAB25332.1, EDL40731.1, BAC36921.1, AAH34845.1, AAQ84112.1, BAB25747.1, NP_079708.2, BAB22265.1, BAB23284.1, sp|Q9CQP2.1|TPPC2_MOUSE, AAH99551.1, XP_006533980.1, XP_006533981.1, NP_079595.1, AAH24353.1, BAB23275.1, BAB25114.1, EDL33649.1, EDL33650.1, XP_006533982.1, EDL33651.1
OG0002600	sp|P46223|RL7A_DROME	EDL20974.1, AAH80669.1, pdb|7CPV|LG, pdb|7LS1|B1, BAE35921.1, AAH99389.1, NP_038749.1, AAH84678.1, AAH91731.1, AAA40152.1, EDL08822.1, pdb|7LS2|B1, AAH89624.1, sp|P12970.2|RL7A_MOUSE, AAH91769.1, AAH80663.1, AAH80712.1, BAB31725.1, BAE35922.1, BAE22536.1, BAE35586.1, AAH52339.1, AAH65176.1, pdb|7CPU|LG, EDL08337.1
OG0002601	tr|Q9W5R5|Q9W5R5_DROME	BAE37961.1, BAE38752.1, EDL24710.1, BAE37429.1
OG0002602	sp|Q05856|RSMB_DROME	AAC78612.1, NP_038698.1, sp|P63163.1|RSMN_MOUSE, NP_001336619.1, NP_001336620.1, AAA09579.1, NP_001336622.1, CAA44517.1, AAH24880.1, NP_001336621.1, CAA45273.1, BAB28927.1, AAH19589.1, NP_001336623.1, NP_001336624.1, NP_001076430.1, NP_001076431.1, BAE25860.1, NP_033251.1, BAE27074.1, EDL28251.1, sp|P27048.1|RSMB_MOUSE, AAA40119.1, XP_036015825.1
OG0002603	tr|Q9VQR3|Q9VQR3_DROME	NP_001344456.2, NP_766041.2, NP_001344455.2, BAC33702.1, EDL26100.1, EDL26099.1, AAH46611.1, XP_036010658.1, XP_036010659.1, BAC25963.1, EDL26101.1, XP_006510984.1, XP_011240992.1, EDL26102.1, XP_030100025.1, XP_030100028.1, XP_030100027.1, XP_030100029.1, XP_030100026.1, XP_030100031.1, XP_030100030.1, sp|Q80SX8.2|PIF1_MOUSE, CAV28611.1, AAS77397.1, AAM50052.1, AAM50051.1
OG0002604	tr|Q9VEG5|Q9VEG5_DROME, tr|Q9W2S2|Q9W2S2_DROME	pdb|6A9X|D, pdb|5YIR|D, sp|Q9DCD6.2|GBRAP_MOUSE, pdb|5YIR|A, NP_062723.1, AAD47642.1, AAH30350.1, BAB27806.1, AAH02126.1, BAB22426.1, AAH24621.1, pdb|7FB5|A, pdb|5YIR|B, BAB29146.1, AAH04602.1, EDK99932.1, BAA95100.1, AAK16236.1, BAB29690.1, sp|Q8R3R8.2|GBRL1_MOUSE, BAB27950.1, BAE40734.1, BAB31345.1, NP_065615.1
OG0002605	sp|Q9V5C6|PSA3_DROME	BAB22424.1, CBU84734.1, CBF59490.1, AAC12943.1, pdb|3UNE|h, AAH91743.1, XP_017170485.1, pdb|3UNB|F, NP_035314.3, pdb|3UNH|T, pdb|3UNB|h, pdb|3UNB|v, AAD50534.1, pdb|3UNH|F, XP_030102476.1, pdb|3UNE|F, EDL36567.1, BAE38179.1, pdb|3UNF|F, BAE40382.1, pdb|3UNB|T, pdb|3UNE|v, sp|O70435.3|PSA3_MOUSE, pdb|3UNE|T, pdb|3UNF|T
OG0002611	tr|A0A4D6K5P9|A0A4D6K5P9_DROME	EDL24619.1, XP_030101184.1, XP_006514289.1, XP_030101185.1, EDL24617.1, EDL24618.1, XP_030101181.1, XP_030101182.1, XP_006514288.1, XP_006514287.1, NP_001345196.1, XP_006514285.1, EDL24616.1, NP_835167.1, NP_001345195.1, AAH37624.1, BAC38470.1, AAH59868.1, BAC30183.1, EDL00414.1, BAE34699.1, EDL00415.1, NP_796030.1, sp|Q8BG75.1|TM198_MOUSE, XP_036021589.1
OG0002629	tr|Q0E949|Q0E949_DROME	XP_006498096.1, BAC36473.1, XP_006498095.1, XP_030106871.1, EDL08595.1, EDL08594.1, EDL08593.1, sp|A2AR50.2|RGPS1_MOUSE, NP_780420.1, XP_006498097.1, XP_006498098.1, XP_030106886.1, XP_036017705.1, XP_036017712.1, XP_036017710.1, XP_030106888.1, XP_030106885.1, XP_030106882.1, NP_001277501.1, AAH72656.1, XP_006498100.1, BAC97933.1, NP_001277499.1, XP_030106883.1
OG0002630	sp|Q8IR79|LIMK1_DROME	AAH07129.1, BAA29035.1, AAC39947.1, EDL40413.1, BAA24488.1, sp|O54785.2|LIMK2_MOUSE, NP_034848.1, NP_001389789.1, XP_030101468.1, XP_006514610.1, BAA24491.1, XP_036012255.1, NP_001389791.1, NP_001389790.1, NP_774958.1, BAA24489.1, EDL40414.1, NP_001348552.1, XP_030101469.1, NP_001389792.1, EDL40415.1, BAA32437.1, NP_001389793.1, NP_001029202.1, EDL40412.1
OG0002642	sp|Q9VP04|ORMDL_DROME	BAB28432.1, EDL16151.1, AAH46594.1, sp|Q9CPZ6.1|ORML3_MOUSE, BAC39898.1, NP_079937.1, BAB26397.1, BAE32363.1, sp|Q9CQZ0.1|ORML2_MOUSE, NP_001346099.1, BAB22207.1, EDL24625.1, EDL24624.1, BAB28864.1, NP_001346100.1, NP_077142.1, AAH02146.1, NP_001346098.1, AAH12315.1, AAH25572.1, BAC34226.1, sp|Q921I0.1|ORML1_MOUSE, AAH23695.1, NP_663492.3, EDK99989.1
OG0002647	tr|A0A0B4KEI1|A0A0B4KEI1_DROME, tr|A0A0B4K6E6|A0A0B4K6E6_DROME	sp|Q9JLR9.1|HIG1A_MOUSE, AAF25721.1, AAH21594.1, CAC37732.1, AAI32372.1, BAB25877.1, NP_062788.1, AAH90259.1, NP_001344770.1, NP_001344769.1, EDL09128.1, BAE92116.1, NP_001344767.1, NP_001344768.1, AAK21982.1, EDL15388.1, XP_036018030.1, NP_001344766.1, AAI51192.1, BAB31176.1, BAB23202.1, EDL09124.1, AAK21983.1, EDL09126.1, EDL09125.1, EDL09127.1
OG0002702	sp|Q9VA73|CMC_DROME	NP_766024.1, sp|Q8BH59.1|S2512_MOUSE, BAC38787.1, BAC27037.1, AAH60505.1, NP_001171043.1, BAC26247.1, BAB28397.1
OG0002703	sp|P48592|RIR2_DROME	NP_001343951.1, BAE27683.1, BAC40647.1, BAE39331.1, NP_033130.1, sp|P11157.1|RIR2_MOUSE, CAA33707.1, pdb|1XSM|A, pdb|1H0O|A, BAE24918.1, BAE40793.1, pdb|1W68|A, BAE39238.1, AAH85136.1, BAE36508.1, BAE40165.1, AAA40062.1, pdb|1W69|A, pdb|1H0N|A
OG0002704	tr|Q9W3S5|Q9W3S5_DROME	AAN08615.1, BAE21000.1, AAR08387.1, AAH25064.1, NP_780426.1, XP_036021465.1, EDL19095.1, sp|Q8R189.1|PAQRA_MOUSE, XP_011239290.1, XP_006504816.1, EDL15883.1, BAE34564.1, BAE42577.1, sp|Q9CQY7.1|PAQRB_MOUSE, AAH21914.1, NP_080454.1, XP_017170206.1, BAE29038.1, BAB23590.1, BAB27606.1, AAR08388.1, NP_001382352.1
OG0002706	sp|P55965|BYN_DROME	AAI20808.1, sp|P20293.1|TBXT_MOUSE, AAM21001.1, EDL02101.1, NP_033335.1, EDL02102.1, prf||1604418A, XP_036016338.1, CAA35985.1, EDL02103.1, XP_036016337.1, AAI20636.1, AAI37732.1, sp|Q99ME7.1|TBX19_MOUSE, NP_114394.1, XP_006497106.1, BAC30088.1, AAK64365.1, EDL39239.1, AAK27153.1, EDL39238.1
OG0002707	tr|Q9XYZ4|Q9XYZ4_DROME	BAC30878.1, BAE24593.1, XP_006510111.1, NP_061206.1, EDL25008.1, AAH65144.1, XP_036010536.1, XP_006510114.1, BAE36147.1, XP_006510117.1, XP_006510116.1, XP_036010537.1, XP_030099943.1, sp|Q61216.1|MRE11_MOUSE, AAB04955.1, EDL25006.1, BAE40140.1, BAE27119.1, BAE27000.1, EDL25007.1, XP_006510112.1, NP_001297657.1, AAB03664.1
OG0002710	sp|Q76NQ1|RHDF1_DROME	NP_001390557.1, XP_030101386.1, AAH23469.1, NP_001278747.1, sp|Q6PIX5.2|RHDF1_MOUSE, XP_030101384.1, XP_006514566.1, XP_006514564.1, XP_006514562.1, XP_030101383.1, XP_036012182.1, XP_006514559.1, XP_006514558.1, XP_006514557.1, XP_011241960.1, AAL32367.1, XP_030101385.1, NP_034247.2, EDL23763.1, AAH27346.1
OG0002711	tr|Q8IMY3|Q8IMY3_DROME, tr|Q9VCJ4|Q9VCJ4_DROME	EDL15229.1, NP_001396889.1, NP_001396891.1, NP_001396890.1, NP_001070879.1, NP_001396887.1, AAH06663.1, AAM66757.1, NP_032120.1, AAA37671.1, sp|P17439.1|GLCM_MOUSE, NP_001396888.1, EDL15230.1, BAC38609.1, AAA37665.1
OG0002712	sp|Q07327|ROP_DROME	AAH31728.1, NP_001107041.1, NP_033321.2, sp|O08599.2|STXB1_MOUSE, EDL08580.1, AAL37409.1, BAE31079.1, BAE23717.1, BAA19478.1, pdb|3PUK|A, NP_035634.1, pdb|3PUK|B, AAA69913.1, BAE30424.1, AAY87156.1, BAE41375.1, BAE33068.1, AAH62901.1, sp|Q60770.1|STXB3_MOUSE
OG0002714	tr|Q9VGC1|Q9VGC1_DROME	pdb|2IZY|F, pdb|2IZY|A, pdb|2IZY|G, pdb|2IZY|E, pdb|2IZY|H, pdb|2IZY|C, pdb|2IZY|D, pdb|2IZY|B, pdb|1R2A|A, pdb|1L6E|B, pdb|1L6E|A, pdb|1R2A|B, EDL21311.1, BAB28762.1, ACP03815.1, AND76669.1, NP_035579.1, sp|Q62252.1|SP17_MOUSE, AAH59727.1, EDL25437.1, CAA86455.1, BAB24131.1, NP_001311474.1, ACP03814.1
OG0002715	sp|P08181|CSK2A_DROME	AAH60742.1, NP_031814.2, BAE26845.1, XP_030102936.1, sp|Q60737.2|CSK21_MOUSE, XP_030102935.1, AAH89343.1, BAE34350.1, XP_030102934.1, XP_006498720.1, XP_011237574.1, AAH26149.1, EDL05953.1, AAA96795.1, AAC53552.1, AAH57862.1, sp|O54833.1|CSK22_MOUSE, NP_034104.1, CAA04753.1, BAB22463.1
OG0002716	tr|Q9VJQ6|Q9VJQ6_DROME	EDL17270.1, BAE26917.1, BAC36460.1, sp|Q9QZB9.1|DCTN5_MOUSE, BAC36183.1, NP_067621.3, AAF05615.1, BAC34820.1, BAE30190.1, BAE30763.1, EDL17269.1, AAH05671.1, AAH10834.1, BAE40783.1, BAB26789.1, EDL17271.1
OG0002717	tr|Q9W1B9|Q9W1B9_DROME	BAC40369.1, EDL24596.1, XP_036011620.1, EDL14512.1, BAE29463.1, AAH90393.1, NP_033102.2, AAH18321.1, BAE30479.1, BAE26126.1, BAB25619.1, sp|P35979.2|RL12_MOUSE, AAH81469.1, pdb|7LS1|k, pdb|7LS2|k, BAB28232.1, BAE39794.1, EDL04844.1, BAE30532.1, BAB28180.1, BAB22488.1, BAE40092.1, AAA40066.1, EDL08586.1
OG0002718	tr|A1Z9F4|A1Z9F4_DROME, tr|Q6IDH2|Q6IDH2_DROME	NP_001342528.1, XP_006538726.1, BAE41908.1, XP_006538725.1, BAE41560.1, EDL15013.1, BAE42141.1, NP_001153109.1, NP_619612.2, sp|P58058.2|NADK_MOUSE, BAE28227.1
OG0002719	sp|Q9VB25|KL98A_DROME	XP_036014710.1, XP_036014705.1, XP_036014693.1, XP_036014697.1, XP_006498877.1, XP_006498876.1, BAC28130.2, XP_036014713.1, EDL28422.1, BAC98211.1, BAE36039.1, EDL28421.1, NP_001074602.1, sp|B1AVY7.1|KI16B_MOUSE, NP_001342052.1, BAJ72692.1, XP_036014708.1, XP_036014709.1, XP_036014712.1, XP_006498882.1
OG0002720	sp|Q95083|PSA5_DROME	BAE35982.1, pdb|3UNE|D, pdb|3UNF|D, pdb|3UNB|R, pdb|3UNH|R, pdb|3UNE|f, EDL01960.1, pdb|3UNB|t, BAE36528.1, pdb|3UNE|R, AAH83342.1, BAE25389.1, pdb|3UNF|R, AAC69149.1, AAI08369.1, NP_036097.1, sp|Q9Z2U1.1|PSA5_MOUSE, AAH10709.1, pdb|3UNE|t, pdb|3UNB|f, pdb|3UNB|D, BAE35866.1, pdb|3UNH|D
OG0002721	sp|Q7JUY7|CED6_DROME	BAB30939.1, XP_006496341.1, XP_006496340.1, XP_011236901.1, XP_006496339.1, AAH32154.1, sp|Q8K2A1.1|GULP1_MOUSE, NP_082726.2, EDK96882.1, EDK96883.1, BAB29151.2, ABG91070.1
OG0002722	sp|P18091|ACTN_DROME	sp|Q7TPR4.1|ACTN1_MOUSE, NP_598917.1, AAH54830.1, ABB88726.1, NP_001333598.1, NP_001347477.1, ABC66068.1, NP_150371.4, EDL32304.1, sp|Q9JI91.2|ACTN2_MOUSE
OG0002723	sp|Q02280|KCNAE_DROME	EDL36491.1, NP_766393.2, sp|Q920E3.3|KCNH5_MOUSE, AAI09013.1, BAE24272.1, NP_034730.1, sp|Q60603.2|KCNH1_MOUSE, EDL12967.1, AAI09014.1, AAA62474.1, NP_001033696.1, BAE27928.1
OG0002724	tr|M9MSM5|M9MSM5_DROME	NP_766052.2, XP_006515706.1, EDL36545.1, XP_006515707.1, BAE27943.1, NP_001273381.1, AAH76585.1, BAC97995.1, AAR05118.1, XP_036013189.1, sp|Q8BPM0.4|DAAM1_MOUSE, XP_006515705.1, XP_036013190.1, NP_080378.2, XP_030102496.1
OG0002725	tr|Q9VX13|Q9VX13_DROME	BAE40648.1, AAH22686.1, BAE40873.1, BAE34941.1, NP_083487.2, EDL16566.1, sp|Q8R1Z9.1|RN121_MOUSE, BAC28837.1, EDL16565.1, BAB30089.2, EDL16563.1, XP_006508338.1, EDL16561.1, EDL16562.1, XP_030098907.1, BAC37314.1
OG0002726	tr|Q7K3D4|Q7K3D4_DROME	AAO39021.1, AAQ84562.1, NP_034353.2, XP_017168056.1, XP_006509619.1, NP_001104536.1, EDL28840.1, NP_001186560.1, CAD79814.1, EDL28841.1, XP_017168057.1, sp|O35465.2|FKBP8_MOUSE, AAB86422.1, AAO27795.1, EDL28842.1, BAI44632.1, BAE26916.1, BAC40541.1, BAE38118.1, AAH27808.1, BAE39713.1, AAH03739.1, BAE31027.1
OG0002727	sp|Q6WV20|GALT1_DROME, sp|Q6WV17|GALT5_DROME	EDL26920.1, EDL26919.1, EDL26922.1, AAI31653.1, AAI31652.1, XP_006498154.1, XP_036018154.1, BAC54546.1, sp|Q8CF93.1|GLT13_MOUSE, XP_006498155.1, NP_766618.2, AAH56215.1, NP_001348129.1, NP_038842.3, AAB58477.1, AAH90962.1, sp|O08912.1|GALT1_MOUSE, NP_001153876.1
OG0002728	tr|Q0E8W6|Q0E8W6_DROME	EDL37743.1, AAH09097.1, sp|Q91VT8.1|SIM14_MOUSE, NP_001363905.1, BAC25031.1, EDL37744.1, NP_001363903.1, NP_001363902.1, NP_001363906.1, BAC32025.1, NP_001363901.1, NP_001363900.1, NP_001363907.1, BAC40601.1, NP_598458.1, EDL37742.1, XP_036021351.1, NP_001363904.1, NP_001363908.1, BAC25573.1, BAE37770.1
OG0002729	tr|Q9VFC4|Q9VFC4_DROME	AAH57082.1, XP_036011311.1, XP_006511942.1, NP_001298081.1, XP_006511940.1, XP_006511941.1, EDL21264.1, sp|Q5XPI3.1|RN123_MOUSE, XP_017169196.1, NP_115932.1, AAH25530.1, XP_036011312.1, AAU93471.1, EDL21263.1, EDL21261.1, EDL21262.1, XP_030100605.1, XP_030100604.1
OG0002730	sp|Q9VRL2|GOSR2_DROME	XP_030102050.1, NP_001349787.1, EDL34196.1, NP_001349789.1, NP_001349788.1, AAB82653.1, EDL34197.1, sp|O35166.2|GOSR2_MOUSE, NP_062624.2, AAH51253.1, AAH08525.1, BAE29231.1, EDL34199.1, NP_001349786.1, NP_001349785.1, XP_030102049.1, NP_001349783.1, NP_001349784.1, NP_001349782.1, NP_001349781.1, BAB24194.1, BAB28622.1
OG0002731	tr|Q9VXG7|Q9VXG7_DROME, tr|Q9VXG6|Q9VXG6_DROME	NP_083846.2, XP_006535637.1, BAE33225.1, XP_036019283.1, AAH76603.1, sp|Q6DFW5.1|AT11B_MOUSE, EDL35055.1, BAC98058.1, XP_030108731.1, AAH26986.1, XP_036019284.1, XP_030108733.1, AAH26741.1
OG0002732	tr|Q9W0Y9|Q9W0Y9_DROME, tr|Q7K0L7|Q7K0L7_DROME	XP_030102104.1, NP_001239323.1, EDL34514.1, AAH18167.1, XP_006534042.1, BAE43100.1, BAB24199.1, AAH46767.1, NP_080347.1, sp|Q9DAM5.1|TPC_MOUSE, XP_036012795.1, XP_017170203.1, NP_001239313.1, NP_001239324.1, XP_011247485.1, XP_036012796.1, XP_030102105.1, XP_036012797.1, NP_001239325.1
OG0002733	sp|Q9VC57|ATLAS_DROME	EDL38496.1, XP_036016582.1, EDL36592.1, NP_848743.1, BAC34198.1, sp|Q8BH66.1|ATLA1_MOUSE, BAC32920.1, AAH50784.1
OG0002734	tr|Q9VSG9|Q9VSG9_DROME	BAC26333.1, BAE34278.1, BAE35121.1, BAE33459.1, BAE34031.1, AAH29643.1, sp|Q8K2W3.1|TXD11_MOUSE, XP_036015618.1, XP_030104771.1, XP_036015617.1, XP_036015616.1, NP_598866.1, AAH19564.1, EDK97338.1, XP_006521725.1, XP_006521724.1, XP_006521723.1, EDK97337.1, EDK97339.1, XP_006521722.1, BAE33606.1, NP_083858.1
OG0002735	tr|M9PB06|M9PB06_DROME	BAC25848.1, sp|Q8CEG5.3|CC28B_MOUSE, XP_036020200.1, NP_079731.2, EDL30173.1, EDL30171.1, BAB22692.1, BAE34319.1, AAH28873.1, EDL30172.1, XP_030109556.1, XP_030100862.1, NP_001333680.1, BAC25738.1, BAC32937.1, NP_659069.2, BAE28559.1, AAH27759.2
OG0002736	tr|Q9W1E8|Q9W1E8_DROME	NP_001289944.1, EDL09965.1, AAI08328.1, AAC72819.1, EDL11128.1, sp|Q9DCR2.2|AP3S1_MOUSE, AAI31986.1, AAH12656.1, BAB22191.1, BAE23377.1, NP_033811.1, BAE30947.1, EDL29026.1, BAC25912.1, NP_033812.3, AAD03780.1, sp|Q8BSZ2.1|AP3S2_MOUSE, EDL07043.1, BAE29294.1
OG0002737	tr|Q8MSE4|Q8MSE4_DROME	AAH61116.1, EDL03744.1, AAF32297.1, AAF32296.1, EDL03743.1, sp|Q9JHG1.1|PIGP_MOUSE, AAF32294.1, AAF32295.1, NP_062416.1, EDL03745.1, EDL03740.1, BAB23204.1, AAH38252.1, NP_001153088.1, EDL03742.1, NP_001153089.1, NP_001153090.1, EDL03741.1, EDL03739.1, NP_001153092.1, NP_001153091.1, EDK99006.1, AAH96569.1, EDL03746.1
OG0002738	tr|Q9VK27|Q9VK27_DROME	EDL39461.1, AAI45359.1, NP_001298095.1, XP_030098091.1, AAI45358.1, NP_001298094.1, XP_006529861.1, XP_011246365.1, XP_006529858.1, XP_011246363.1, XP_017177572.1, XP_011246362.1, AAI38660.1, AAI38659.1, NP_001034733.2, sp|Q2HXL6.2|EDEM3_MOUSE, BAE79485.1, XP_006529860.1, XP_017177574.1, XP_011246364.1, XP_006529859.1
OG0002740	sp|Q03043|KGP24_DROME	EDL41708.1, BAC39087.1, NP_001013855.1, XP_006526831.1, sp|P0C605.1|KGP1_MOUSE, NP_035290.1, AAD16044.1, AAI13163.1
OG0002740	sp|Q03042|KGP1_DROME, tr|Q9VL34|Q9VL34_DROME	sp|Q61410.1|KGP2_MOUSE, AAA02572.1, NP_032952.3, AAI13206.1, BAC30119.1, XP_036020790.1, XP_006534883.1, EDL20326.1, BAC38216.1
OG0002741	sp|Q9VKU7|GCP4_DROME	BAE36567.1, XP_030107723.1, BAC30170.1, EDL28043.1, NP_001277753.1, BAE31776.1, BAE31633.1, BAC34146.1, AAH29106.1, NP_700436.1, BAC32303.1, EDL28040.1, BAC34661.1, EDL28042.1, EDL28041.1, sp|Q9D4F8.2|GCP4_MOUSE, EDL28039.1, BAC32610.1
OG0002742	tr|Q9VAW3|Q9VAW3_DROME, tr|Q7PLC7|Q7PLC7_DROME	CAM90870.1, CAO00422.1, sp|Q9Z2Z9.3|GFPT2_MOUSE, AAH31928.1, CAT16446.1, NP_038557.1, CAV28670.1, CAO00444.1, BAA74729.1, CAO00440.1, AAC27348.1, CAO00443.1, BAB31882.1, EDK99201.1, AAH50762.1, CAO00439.1, CAO00421.1, NP_038556.1, CAM90869.1
OG0002743	tr|O15971|O15971_DROME	BAE27109.1, BAE35038.1, AAC29313.1, NP_057885.1, BAE31896.1, BAE30429.1, BAE40259.1, CAJ18601.1, BAE22371.1, BAC40062.1, EDL01402.1, BAC25878.1, BAE35423.1, BAE29855.1, BAE31904.1, BAE35538.1, BAF02866.1, sp|P61027.1|RAB10_MOUSE, AAH56374.1, BAE29515.1, BAE36116.1, BAB25858.1, BAE29464.1
OG0002744	tr|A1ZAM0|A1ZAM0_DROME	BAB26242.1, AAH22598.1, NP_001274015.1, AAH18438.1, EDL15168.1, sp|Q8R092.1|CA043_MOUSE, AAS21302.1, AAH27190.1, BAC36688.1, EDL15167.1, BAE30026.1, NP_080038.1, NP_001274016.1, BAC34568.1, BAE29468.1, BAE29546.1, BAE30251.1, BAE29892.1, EDL16202.1, EDL16192.1, NP_081776.2, BAC28820.1, BAB30964.2, XP_036014147.1, EDL20536.1
OG0002745	tr|Q9Y153|Q9Y153_DROME	NP_081745.1, BAB30872.1, AAH13623.1, NP_001355315.1, sp|Q9CYH5.1|GFOD2_MOUSE, NP_001355314.1, XP_006531411.1, XP_011246801.1, XP_036010175.1, XP_030099613.1, XP_036010174.1, NP_001355318.1, NP_001355317.1, BAE24716.1, EDL11313.1, XP_017168447.1, sp|Q3UHD2.1|GFOD1_MOUSE, AAI39027.1, NP_001028571.1, XP_006516995.1, BAE27925.1, AAI39028.1
OG0002746	tr|Q2PDP6|Q2PDP6_DROME	EDL35263.1, EDL31534.1, BAB24471.1, EDL31536.1, AAH52424.1, NP_080128.2, BAE26057.1, BAC25356.1, EDL02957.1, BAC39784.1, AAH25511.1, AAH39623.1, AAH69964.1, BAD32386.1, EDL31535.1, sp|Q7TT28.1|REXO1_MOUSE, XP_011241833.1, XP_011241832.1, EDL31533.1, XP_006514024.1, AAH49901.1, EDL18975.1
OG0002747	tr|Q8IPA8|Q8IPA8_DROME	AAH55357.1, EDL12543.1, EDL12545.1, NP_001171074.1, BAE41758.1, NP_665701.1, BAB22140.1, sp|Q9DCT6.1|BAP18_MOUSE, EDL12541.1, NP_001171072.1, NP_081033.1, EDL12542.1, BAB23031.1, XP_017169702.1, BAE40952.1, NP_001171077.1, NP_001171078.1, XP_030101316.1, EDL12544.1
OG0002748	tr|Q9V393|Q9V393_DROME	EDL16394.1, NP_835738.1, AAI08971.1, AAI08970.1, BAC41087.1, XP_036008462.1, XP_006507262.1, XP_006507261.1, XP_011239946.1, XP_006507263.1, BAE27962.1, sp|Q8BWG8.1|ARRB1_MOUSE, BAE25673.1, NP_796205.1, BAE38230.1, BAC35050.1, EDL16396.1
OG0002749	tr|Q9VTG0|Q9VTG0_DROME	AAG28493.1, XP_006509106.1, XP_006509107.1, sp|Q80UP8.2|S20A2_MOUSE, NP_035524.2, XP_030099226.1, BAE42159.1, AAH46510.1, XP_030099227.1, BAE33999.1, EDL32887.1
OG0002750	tr|A1Z934|A1Z934_DROME	AAH49597.1, NP_057918.2, EDL41118.1, sp|Q9JLZ3.1|AUHM_MOUSE, AAF28835.1, AAH26525.1, EDL41117.1, XP_030102993.1, BAE39148.1, BAE38747.1, EDL30750.1, EDL30751.1, NP_081004.2, sp|Q3TLP5.2|ECHD2_MOUSE, BAE32227.1, AAH25104.1, BAB23757.1, EDL30749.1, BAE35813.1, XP_011238875.1, XP_017175803.1, NP_001241683.1
OG0002751	tr|Q7JYW9|Q7JYW9_DROME, sp|Q9NFT7|HXK2_DROME, sp|Q9NFT9|HXK1_DROME, tr|Q9W330|Q9W330_DROME	CBF63183.1, NP_034422.2, BAJ19146.1, EDL40568.1, BAJ19148.1, AAB00360.1, NP_001274315.1, BAJ19147.1, AAC42074.1, AAH11139.1, BAJ19149.1, EDL40567.1, XP_006514506.1, XP_006514507.1, CBU88059.1, sp|P52792.1|HXK4_MOUSE
OG0002752	sp|P30189|TOP1_DROME	BAA00950.1, CAM25349.1, NP_033434.2, EDL06289.1, AAA40466.1, BAE26493.1, AAH92349.1, BAE35897.1, BAE37608.1, CAM20297.1, sp|Q04750.2|TOP1_MOUSE, BAB28946.1, XP_036015505.1, sp|Q8R4U6.1|TOP1M_MOUSE, EDL29483.1, NP_082680.1, AAM00270.1, NP_001342518.1, AAI45337.1, AAQ07594.1, AAI38584.1, BAE27691.1, AAI38583.1
OG0002753	sp|Q9VEZ3|MSPS_DROME	NP_001159461.1, XP_036018547.1, BAC65486.1, XP_036018546.1, AAH89032.1, EDL27566.1, sp|A2AGT5.1|CKAP5_MOUSE, XP_030108030.1, XP_006500405.1, XP_006500406.1, XP_030108029.1, NP_083713.2, AAH96422.1, AAI38335.1
OG0002755	tr|M9PIH9|M9PIH9_DROME	NP_001020476.1, BAC27667.1, BAB29047.1, EDL40952.1, NP_001116420.1, XP_006516966.1, EDL40953.1, XP_006516965.1, EDL40951.1, XP_017170968.1, EDL40954.1, XP_030103084.1, AAH07471.1, CAA52292.1, sp|P34056.2|AP2A_MOUSE, AAA85681.1, AAA85683.1, BAE26642.1, AAH18226.1, NP_001288603.2, NP_035677.3, EDL40955.1, EDL40950.1, BAC35484.1
OG0002756	tr|Q9VPE8|Q9VPE8_DROME	pdb|4YR9|A, pdb|4YRA|L, pdb|4YRA|C, pdb|4YRA|J, pdb|4YRA|D, pdb|4YRA|E, pdb|4YRA|B, pdb|4YR9|B, pdb|4YRA|A, pdb|4YR9|D, pdb|4YR9|C, pdb|4YR9|F, pdb|4YRA|I, pdb|4YRA|G, pdb|4YRA|H, pdb|4YR9|E, pdb|4YRA|F, pdb|4YRA|K, pdb|4YRB|B, pdb|4YRB|A, pdb|4YRB|C, pdb|4YRB|E, pdb|4YRB|F, pdb|4YRB|D
