Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,acute/chronic,housing,region,sex,source_name
SRR11246577,RNA-Seq,100,872301200,PRJNA610626,SAMN14307405,378474820,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857536,GSM4386418,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386418,SRP251749,A,G,AMY,male,Brain
SRR11246578,RNA-Seq,100,870964100,PRJNA610626,SAMN14307405,393896903,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857536,GSM4386418,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386418,SRP251749,A,G,AMY,male,Brain
SRR11246579,RNA-Seq,100,866251700,PRJNA610626,SAMN14307405,389848615,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857536,GSM4386418,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386418,SRP251749,A,G,AMY,male,Brain
SRR11246580,RNA-Seq,100,930883900,PRJNA610626,SAMN14307404,402419328,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857537,GSM4386419,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386419,SRP251749,A,G,AMY,male,Brain
SRR11246581,RNA-Seq,100,965347500,PRJNA610626,SAMN14307404,420382177,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857537,GSM4386419,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386419,SRP251749,A,G,AMY,male,Brain
SRR11246582,RNA-Seq,100,955483500,PRJNA610626,SAMN14307404,415558081,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857537,GSM4386419,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386419,SRP251749,A,G,AMY,male,Brain
SRR11246675,RNA-Seq,100,643849700,PRJNA610626,SAMN14307440,278067404,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857135,GSM4386447,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386447,SRP251749,CHR,SI,AMY,female,Brain
SRR11246676,RNA-Seq,100,650115600,PRJNA610626,SAMN14307440,282460841,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857135,GSM4386447,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386447,SRP251749,CHR,SI,AMY,female,Brain
SRR11246677,RNA-Seq,100,646683500,PRJNA610626,SAMN14307440,281499240,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857135,GSM4386447,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386447,SRP251749,CHR,SI,AMY,female,Brain
SRR11246678,RNA-Seq,100,832890500,PRJNA610626,SAMN14307439,354309294,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857136,GSM4386448,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386448,SRP251749,CHR,SI,AMY,female,Brain
SRR11246679,RNA-Seq,100,827674600,PRJNA610626,SAMN14307439,350757642,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857136,GSM4386448,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386448,SRP251749,CHR,SI,AMY,female,Brain
SRR11246680,RNA-Seq,100,844521700,PRJNA610626,SAMN14307439,360653225,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857136,GSM4386448,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386448,SRP251749,CHR,SI,AMY,female,Brain
SRR11246681,RNA-Seq,100,887643800,PRJNA610626,SAMN14307437,386560113,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857153,GSM4386449,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386449,SRP251749,CHR,SI,AMY,female,Brain
SRR11246682,RNA-Seq,100,904976700,PRJNA610626,SAMN14307437,401869699,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857153,GSM4386449,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386449,SRP251749,CHR,SI,AMY,female,Brain
SRR11246683,RNA-Seq,100,904188700,PRJNA610626,SAMN14307437,401103541,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857153,GSM4386449,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386449,SRP251749,CHR,SI,AMY,female,Brain
SRR11246684,RNA-Seq,100,1141846100,PRJNA610626,SAMN14307436,526268843,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857154,GSM4386450,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386450,SRP251749,CHR,SI,AMY,female,Brain
SRR11246685,RNA-Seq,100,1156243800,PRJNA610626,SAMN14307436,530157546,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857154,GSM4386450,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386450,SRP251749,CHR,SI,AMY,female,Brain
SRR11246686,RNA-Seq,100,881393200,PRJNA610626,SAMN14307435,384365901,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857155,GSM4386451,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386451,SRP251749,CHR,SI,AMY,male,Brain
SRR11246687,RNA-Seq,100,917173200,PRJNA610626,SAMN14307435,404174187,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857155,GSM4386451,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386451,SRP251749,CHR,SI,AMY,male,Brain
SRR11246688,RNA-Seq,100,909005800,PRJNA610626,SAMN14307435,403442450,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857155,GSM4386451,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386451,SRP251749,CHR,SI,AMY,male,Brain
SRR11246689,RNA-Seq,100,1021995700,PRJNA610626,SAMN14307434,444012614,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857156,GSM4386452,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386452,SRP251749,CHR,SI,AMY,male,Brain
SRR11246690,RNA-Seq,100,1037316100,PRJNA610626,SAMN14307434,472011760,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857156,GSM4386452,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386452,SRP251749,CHR,SI,AMY,male,Brain
SRR11246691,RNA-Seq,100,1023695500,PRJNA610626,SAMN14307434,463530276,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857156,GSM4386452,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386452,SRP251749,CHR,SI,AMY,male,Brain
SRR11246692,RNA-Seq,100,864458300,PRJNA610626,SAMN14307433,378626646,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857157,GSM4386453,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386453,SRP251749,CHR,SI,AMY,male,Brain
SRR11246693,RNA-Seq,100,899755000,PRJNA610626,SAMN14307433,407691561,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857157,GSM4386453,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386453,SRP251749,CHR,SI,AMY,male,Brain
SRR11246694,RNA-Seq,100,903062900,PRJNA610626,SAMN14307433,405721486,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857157,GSM4386453,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386453,SRP251749,CHR,SI,AMY,male,Brain
SRR11246695,RNA-Seq,100,923806600,PRJNA610626,SAMN14307432,398713511,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857158,GSM4386454,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386454,SRP251749,CHR,SI,AMY,male,Brain
SRR11246696,RNA-Seq,100,993186700,PRJNA610626,SAMN14307432,438918129,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857158,GSM4386454,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386454,SRP251749,CHR,SI,AMY,male,Brain
SRR11246697,RNA-Seq,100,992874200,PRJNA610626,SAMN14307432,437819089,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857158,GSM4386454,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386454,SRP251749,CHR,SI,AMY,male,Brain
SRR11246698,RNA-Seq,100,881802500,PRJNA610626,SAMN14307431,389139691,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857159,GSM4386455,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386455,SRP251749,CHR,SI,AMY,male,Brain
SRR11246699,RNA-Seq,100,924205600,PRJNA610626,SAMN14307431,418736636,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857159,GSM4386455,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386455,SRP251749,CHR,SI,AMY,male,Brain
SRR11246700,RNA-Seq,100,906034100,PRJNA610626,SAMN14307431,409654086,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857159,GSM4386455,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386455,SRP251749,CHR,SI,AMY,male,Brain
SRR11246707,RNA-Seq,100,929245700,PRJNA610626,SAMN14307428,405595668,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857170,GSM4386458,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386458,SRP251749,CHR,SI,AMY,female,Brain
SRR11246708,RNA-Seq,100,946229900,PRJNA610626,SAMN14307428,421112703,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857170,GSM4386458,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386458,SRP251749,CHR,SI,AMY,female,Brain
SRR11246709,RNA-Seq,100,946714300,PRJNA610626,SAMN14307428,420851512,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857170,GSM4386458,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386458,SRP251749,CHR,SI,AMY,female,Brain
SRR11246710,RNA-Seq,100,1096096500,PRJNA610626,SAMN14307427,479338926,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857171,GSM4386459,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386459,SRP251749,CHR,SI,AMY,female,Brain
SRR11246711,RNA-Seq,100,1152921200,PRJNA610626,SAMN14307427,518000976,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857171,GSM4386459,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386459,SRP251749,CHR,SI,AMY,female,Brain
SRR11246712,RNA-Seq,100,1134228000,PRJNA610626,SAMN14307427,507634522,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857171,GSM4386459,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386459,SRP251749,CHR,SI,AMY,female,Brain
SRR11246713,RNA-Seq,100,1385159000,PRJNA610626,SAMN14307426,594907908,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857172,GSM4386460,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386460,SRP251749,CHR,SI,AMY,male,Brain
SRR11246714,RNA-Seq,100,1406927900,PRJNA610626,SAMN14307426,612746220,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857172,GSM4386460,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386460,SRP251749,CHR,SI,AMY,male,Brain
SRR11246715,RNA-Seq,100,1346156200,PRJNA610626,SAMN14307426,579596392,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857172,GSM4386460,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386460,SRP251749,CHR,SI,AMY,male,Brain
SRR11246716,RNA-Seq,100,992066100,PRJNA610626,SAMN14307425,434783520,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857173,GSM4386461,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386461,SRP251749,CHR,SI,AMY,male,Brain
SRR11246717,RNA-Seq,100,1034049000,PRJNA610626,SAMN14307425,458007412,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857173,GSM4386461,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386461,SRP251749,CHR,SI,AMY,male,Brain
SRR11246718,RNA-Seq,100,1023437000,PRJNA610626,SAMN14307425,456460230,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857173,GSM4386461,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386461,SRP251749,CHR,SI,AMY,male,Brain
SRR11246725,RNA-Seq,100,945553400,PRJNA610626,SAMN14307422,407350485,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857176,GSM4386464,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386464,SRP251749,CHR,SI,AMY,female,Brain
SRR11246726,RNA-Seq,100,1017228100,PRJNA610626,SAMN14307422,448534625,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857176,GSM4386464,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386464,SRP251749,CHR,SI,AMY,female,Brain
SRR11246727,RNA-Seq,100,1018542800,PRJNA610626,SAMN14307422,448162017,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857176,GSM4386464,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386464,SRP251749,CHR,SI,AMY,female,Brain
SRR11246728,RNA-Seq,100,781883700,PRJNA610626,SAMN14307421,334812899,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857177,GSM4386465,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386465,SRP251749,CHR,SI,AMY,male,Brain
SRR11246729,RNA-Seq,100,785319000,PRJNA610626,SAMN14307421,336344193,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX7857177,GSM4386465,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386465,SRP251749,CHR,SI,AMY,male,Brain
SRR11246730,RNA-Seq,100,783178000,PRJNA610626,SAMN14307421,332163118,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857177,GSM4386465,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386465,SRP251749,CHR,SI,AMY,male,Brain
SRR11245772,RNA-Seq,100,1285547100,PRJNA610626,SAMN14307576,563999733,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857128,GSM4386361,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386361,SRP251749,A,SI,AMY,female,Brain
SRR11245773,RNA-Seq,100,1314325900,PRJNA610626,SAMN14307576,608419640,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857128,GSM4386361,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386361,SRP251749,A,SI,AMY,female,Brain
SRR11245774,RNA-Seq,100,1303880100,PRJNA610626,SAMN14307576,610996349,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857128,GSM4386361,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386361,SRP251749,A,SI,AMY,female,Brain
SRR11245775,RNA-Seq,100,679031900,PRJNA610626,SAMN14307575,295492387,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857424,GSM4386362,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386362,SRP251749,A,SI,AMY,female,Brain
SRR11245776,RNA-Seq,100,694269200,PRJNA610626,SAMN14307575,306832550,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857424,GSM4386362,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386362,SRP251749,A,SI,AMY,female,Brain
SRR11245777,RNA-Seq,100,694652900,PRJNA610626,SAMN14307575,307242289,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857424,GSM4386362,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386362,SRP251749,A,SI,AMY,female,Brain
SRR11245778,RNA-Seq,100,1053777700,PRJNA610626,SAMN14307574,461319214,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857425,GSM4386363,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386363,SRP251749,A,SI,AMY,female,Brain
SRR11245779,RNA-Seq,100,1074611600,PRJNA610626,SAMN14307574,480006138,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857425,GSM4386363,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386363,SRP251749,A,SI,AMY,female,Brain
SRR11245780,RNA-Seq,100,1074233300,PRJNA610626,SAMN14307574,479412862,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857425,GSM4386363,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386363,SRP251749,A,SI,AMY,female,Brain
SRR11245781,RNA-Seq,100,954840000,PRJNA610626,SAMN14307573,413426599,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857426,GSM4386364,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386364,SRP251749,A,SI,AMY,male,Brain
SRR11245782,RNA-Seq,100,969088000,PRJNA610626,SAMN14307573,425168747,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857426,GSM4386364,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386364,SRP251749,A,SI,AMY,male,Brain
SRR11245783,RNA-Seq,100,930506400,PRJNA610626,SAMN14307573,403664776,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857426,GSM4386364,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386364,SRP251749,A,SI,AMY,male,Brain
SRR11245784,RNA-Seq,100,781148100,PRJNA610626,SAMN14307572,332789289,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857427,GSM4386365,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386365,SRP251749,A,SI,AMY,male,Brain
SRR11245785,RNA-Seq,100,796563500,PRJNA610626,SAMN14307572,342150308,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857427,GSM4386365,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386365,SRP251749,A,SI,AMY,male,Brain
SRR11245786,RNA-Seq,100,791879500,PRJNA610626,SAMN14307572,342069489,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857427,GSM4386365,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386365,SRP251749,A,SI,AMY,male,Brain
SRR11245787,RNA-Seq,100,975146900,PRJNA610626,SAMN14307571,431110390,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857428,GSM4386366,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386366,SRP251749,A,SI,AMY,male,Brain
SRR11245788,RNA-Seq,100,986715400,PRJNA610626,SAMN14307571,443212250,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857428,GSM4386366,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386366,SRP251749,A,SI,AMY,male,Brain
SRR11245789,RNA-Seq,100,978769600,PRJNA610626,SAMN14307571,437401754,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857428,GSM4386366,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386366,SRP251749,A,SI,AMY,male,Brain
SRR11245790,RNA-Seq,100,855246000,PRJNA610626,SAMN14307570,367168948,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857429,GSM4386367,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386367,SRP251749,A,SI,AMY,male,Brain
SRR11245791,RNA-Seq,100,863872200,PRJNA610626,SAMN14307570,371850433,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857429,GSM4386367,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386367,SRP251749,A,SI,AMY,male,Brain
SRR11245792,RNA-Seq,100,874635200,PRJNA610626,SAMN14307570,376230363,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857429,GSM4386367,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386367,SRP251749,A,SI,AMY,male,Brain
SRR11246467,RNA-Seq,100,965283000,PRJNA610626,SAMN14307538,411439250,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857510,GSM4386408,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386408,SRP251749,A,SI,AMY,female,Brain
SRR11246468,RNA-Seq,100,961972700,PRJNA610626,SAMN14307538,413575842,GEO,public,"fastq,sra","gs,s3","gs.US,s3.us-east-1",SRX7857510,GSM4386408,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-12-01T00:00:00Z,GSM4386408,SRP251749,A,SI,AMY,female,Brain
